,AssetName,AssetCode,InvestmentStrategy,AcquisitionType,AcquisitionDate,SaleDate,IsTaxCredit,ActualStabilizationDate,AreaType,AssetClass,AssetStyle,StabilizationStatus,OccupancyStabilizationDate,CortosMSAID,CortosSubMarketID,CoStarSubMarketID,CBSAID,oslPropertyID,oslSubPropertyID,AverageBuildYear,YearBuiltEnd,YearRenovated,CurrentUnitCount,RentableSquareFoot,ConstructionBeginDate,ConstructionEndDate,Acreage,AcquisitionPrice,TotalHardCosts,TotalSoftAndClosingCosts,TotalProjectCosts,IsSeniorHousing,IsUnitReno,IsRecapitalization,ZipCode,Latitude,Longitude,WebAddress,EmailAddress,osaEntityID,Phone,Address1,PlannedUnitCount,LegalName,TaxID,Portfolio,City,StateCode,ParentAssetName
217,Cortland South Meridian,corsm83642,Core-Plus,Acquisition,2021-12-14 00:00:00.0000000,,False,2023-04-04 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2023-04-04 00:00:00.0000000,14260.0,2.0,8527.0,14260.0,4904462.0,1680.0,2020.0,2020.0,,336.0,292824.0,,,,135503531.0,2155419.0,1222100.0,138881050.0,False,False,False,83642-5595,43.58961,-116.417846,cortland.com/south-meridian,southmeridian@cortland.com,southmeridian,(208) 261-7046,1871 Spanish Fork Way,,Spanish Fork ID Partners LLC,83-2495528,CGI,Meridian,ID,Cortland South Meridian
218,Cortland Harbour Cove,corhc33025,Value-add,Acquisition,2024-05-30 00:00:00.0000000,,False,2024-06-29 00:00:00.0000000,Suburban,B,Garden-style,Stabilized,2024-06-29 00:00:00.0000000,22744.0,3.0,7620.0,33100.0,5345695.0,2140.0,1998.0,1998.0,,240.0,320040.0,,,,75500000.0,8762845.0,1619500.0,85882345.0,False,False,False,33025-3573,25.994214,-80.29465,https://cortland.com/harbour-c,harbourcove@cortland.com,harbourcove,(754) 254-4623,1601 S Hiatus Rd,240.0,"Hiatus Road FL Partners, LLC",99-2796995,Stand-alone,Pembroke Pines,FL,Cortland Harbour Cove
219,Cortland Duluth - Phase 1C,chel8oef30096,Core-Plus,Acquisition,2018-12-14 00:00:00.0000000,,False,2020-10-02 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2020-10-02 00:00:00.0000000,12060.0,35.0,6730.0,12060.0,4601568.0,1099.0,2002.0,2002.0,2019.0,535.0,560422.0,2019-01-31 00:00:00.0000000,2020-07-31 00:00:00.0000000,47.92,91100000.0,10156425.2554,525533.488338877,101781958.743739,False,True,True,30096-4683,33.953637,-84.084021,www.cortland.com/duluth,duluth@cortland.com,idlewylde2oef,(404) 999-2841,1335 Herrington Rd,,,,CGI,Duluth,GA,Cortland Duluth
220,Cortland Seven Meadows,sovc77494,Core-Plus,Acquisition,2017-12-19 00:00:00.0000000,,False,2018-01-18 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2018-01-18 00:00:00.0000000,26420.0,21.0,6846.0,26420.0,4266916.0,692.0,2015.0,2015.0,,300.0,317228.0,2017-12-31 00:00:00.0000000,2017-01-31 00:00:00.0000000,,45572539.0,411255.0,1710479.0,47694273.0,False,True,False,77494-6961,29.701137,-95.78387,www.cortland.com/seven-meadows,sevenmeadows@cortland.com,sovereigncinco,(281) 767-8740,6800 Gaston Rd,,DD Gaston Partners LLC,90-0914242,Portfolio 20,Katy,TX,Cortland Seven Meadows
221,Cortland on the Loop,corlo85704,Core-plus,Acquisition,2021-08-16 00:00:00.0000000,,False,,Suburban,B,Garden-Style,Non-Stabilized,2022-08-25 00:00:00.0000000,46060.0,6.0,8813.0,46060.0,4834443.0,1559.0,2011.0,2011.0,,304.0,305594.0,,,,93000000.0,4951573.22434175,1258009.1897254,99209582.4140671,False,True,False,85704-1464,32.303787,-111.006857,www.cortland.com/the-loop,theloop@cortland.com,loop,(520) 397-3965,1925 W River Rd,,River AZ Partners LLC,83-2495528,CGI,Tucson,AZ,Cortland on the Loop
222,Cortland Pembroke Pines,gatplhmc33025,Core-plus,Acquisition,2022-02-22 00:00:00.0000000,,False,2021-09-23 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2021-09-23 00:00:00.0000000,22744.0,3.0,7620.0,33100.0,4840667.0,1757.0,1990.0,1990.0,,296.0,293792.0,,,,89008635.0,3564363.0,3168620.0,95741618.0,False,True,True,33025-1498,26.00704,-80.256134,cortland.com/pembroke-pines,pembrokepines@cortland.com,pembrokehmc,(754) 529-4758,8530 SW 1st St,,,,Stand-alone,Pembroke Pines,FL,Cortland Pembroke Pines
223,Cortland Desert Ridge,pinuhHL85050,Value-Add,Acquisition,2021-04-02 00:00:00.0000000,,False,2022-10-28 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2022-10-28 00:00:00.0000000,38060.0,9.0,7853.0,38060.0,4559213.0,1487.0,1996.0,1996.0,,264.0,269128.0,,,14.14,57652390.0567876,8533823.132505689,2242277.20771758,68428490.3970109,False,True,False,85050-3363,33.656037,-111.980107,cortland.com/desert-ridge,DesertRidge@cortland.com,desertridgehl,(602) 560-5847,4750 E Union Hills Dr,,PURE PINNACLE APTS LLC,82-1615788,Portfolio 22,Phoenix,AZ,Cortland Desert Ridge
224,Cortland Oak Lawn,avf75219,Core-Plus,Acquisition,2019-09-27 00:00:00.0000000,,False,2019-12-07 00:00:00.0000000,Infill,A,Mid-Rise,Stabilized,2019-12-07 00:00:00.0000000,19124.0,2.0,7536.0,19100.0,4559245.0,1233.0,2015.0,2015.0,,368.0,304986.0,,,3.72,74757151.30689868,889710.9973499998,1152512.67392837,76799374.978177,False,False,False,75219-3335,32.808901,-96.81684,cortland.com/oak-lawn,OakLawn@cortland.com,oaklawn,(214) 972-0934,4210 Fairmount St,,PURE FAIRMOUNT APTS LLC,81-3389291,Portfolio 22,Dallas,TX,Cortland Oak Lawn
225,Lake Ridge,lakr43026,Value-Add,Acquisition,2014-10-29 00:00:00.0000000,,False,2014-11-28 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2014-11-28 00:00:00.0000000,18140.0,8.0,8014.0,18140.0,3426796.0,245.0,1996.0,1996.0,,160.0,132032.0,2014-11-30 00:00:00.0000000,2016-03-31 00:00:00.0000000,14.86,7810000.0,2034598.125,618317.6357,10462915.7607,False,True,False,43026-8081,40.004015,-83.173011,https://cortland.com/apartments/lake-ridge/,LakeRidge@cortland.com,lakeridge,(380) 208-0592,2591 Goldenstrand Dr,,"Goldenstrand OH Partners, LLC",47-1521777,Parkwood-Ohio,Hilliard,OH,Lake Ridge
226,Cortland Powell,powgr43065,Core-plus,Acquisition,2020-12-17 00:00:00.0000000,,False,2021-08-16 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2021-08-16 00:00:00.0000000,18140.0,9.0,8012.0,18140.0,4721959.0,1448.0,2018.0,2018.0,,308.0,382109.0,2020-12-31 00:00:00.0000000,2021-11-30 00:00:00.0000000,,70750000.0,3647312.24570055,3818034.3297780706,78215346.5754786,False,False,False,43065-5148,40.16867,-83.08651,cortland.com/powell,powell@cortland.com,powellgrand,(614) 683-4937,3400 Club Way Ct,,Powell Communities LLC,83-2495528,CGI,Powell,OH,Cortland Powell
227,Cortland Riverview,corri33578,Opportunistic,Development,2021-11-09 00:00:00.0000000,,False,2024-12-07 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2024-12-07 00:00:00.0000000,45300.0,9.0,7923.0,45300.0,4922970.0,1883.0,2022.0,2023.0,,319.0,321934.0,2021-11-30 00:00:00.0000000,2023-09-30 00:00:00.0000000,,7140000.0,53842000.0,14807000.0,75789000.0,False,False,False,33578,27.898298,-82.355603,www.cortland.com/riverview,riverview@cortland.com,riverview,(813) 669-5852,9246 Headwaters Ave,319.0,"Magnolia Park FL Partners, LLC",87-3145994,Stand-alone,RIVERVIEW,FL,Cortland Riverview
228,Cortland Arboretum,corar78759,Value-Add,Acquisition,2021-09-21 00:00:00.0000000,,False,2021-10-21 00:00:00.0000000,Suburban,B,Mid-Rise,Stabilized,2021-10-21 00:00:00.0000000,12420.0,10.0,7559.0,12420.0,4855971.0,1557.0,2015.0,2015.0,,330.0,263927.0,2021-12-31 00:00:00.0000000,2023-05-31 00:00:00.0000000,,74499999.76999998,5781956.8065,1331916.19213341,81613872.7686334,False,True,False,78759-6075,30.393065,-97.739396,cortland.com/arboretum,Arboretum@cortland.com,ascent,(512) 859-5823,10011 Stonelake Blvd,,Stonelake TX Partners LLC,83-2495528,CGI,Austin,TX,Cortland Arboretum
229,Cortland University City,uncbre228262,Core-Plus,Acquisition,2021-05-11 00:00:00.0000000,,False,,Suburban,B,Garden-Style,Non-Stabilized,,16740.0,5.0,7783.0,16740.0,3735206.0,1518.0,2009.0,2009.0,,372.0,358569.0,,,,62750000.0,5101808.20585275,1056828.71057867,68908636.9164314,False,False,True,28262-3805,35.305459,-80.757223,cortland.com/apartments/cortland-university-city,universitycity@cortland.com,universitycenterbre,(704) 318-2328,1421 Baseline Rd,,,86-3509372,Acorn 2,Charlotte,NC,Cortland University City
230,Parkers Landing,parlcbre33615,Core-Plus,Acquisition,2019-04-01 00:00:00.0000000,,False,2020-01-14 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2020-01-14 00:00:00.0000000,45300.0,3.0,7910.0,45300.0,4531917.0,1171.0,2018.0,2018.0,,182.0,184192.0,,,,42000000.0,1100000.0,383585.831622177,43483585.8316222,False,True,True,33615-5804,28.005716,-82.602152,https://cortland.com/apartments/cortland-bayport/,bayport@cortland.com,parkerscbre,(813) 437-5462,10510 Parkers Landing Dr,,,,YieldCo IV,Tampa,FL,Cortland Bayport
231,Cortland at the Village - Phase 1,villp1oef30080,Core-Plus,Acquisition,2019-03-18 00:00:00.0000000,,False,2019-09-02 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2019-09-02 00:00:00.0000000,12060.0,23.0,6713.0,12060.0,3362715.0,1179.0,1983.0,1983.0,,301.0,320405.0,,,24.896,54455172.0,3174013.3017496294,475970.955758384,58105156.6713011,False,True,True,30080-7698,33.894969,-84.489911,www.cortland.com/village,villagersdistro@cortland.com,village1oef,(770) 343-3358,2085 Lake Park Dr SE,,,,CGI,Smyrna,GA,Cortland at the Village
232,The Palmer at Las Colinas,cororoy75063,Value-add,Acquisition,2022-05-19 00:00:00.0000000,,False,2022-06-18 00:00:00.0000000,Suburban,B,Garden-style,Stabilized,2022-06-18 00:00:00.0000000,19124.0,17.0,7527.0,19100.0,4971400.0,1814.0,1991.0,1991.0,,476.0,459836.0,,,,,,,,False,True,False,75063-3315,32.910431,-96.984954,cortland.com/royal,palmerlascolinas@cortland.com,royal,(972) 573-6352,2940 W Royal Ln,476.0,RRE Santa Rosa Holdings LLC,81-3506451,3rd Party Management,Irving,TX,The Palmer at Las Colinas
233,Cortland West Boynton,corwbbre233437,Core-Plus,Acquisition,2021-07-01 00:00:00.0000000,,False,2020-11-07 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2020-11-07 00:00:00.0000000,48424.0,2.0,7623.0,33100.0,4347322.0,1540.0,2001.0,2001.0,,264.0,301680.0,,,,69500000.0,450000.0,887506.77228962,70837506.7722896,False,False,True,33437-7403,26.525141,-80.16979,https://www.cortlandwestboynto,CortlandWestBoynton@cortland.com,westboyntonbre,(561) 264-3693,7933 Venture Center Way,,,86-3509372,Acorn 2,Boynton Beach,FL,Cortland West Boynton
234,Cortland Arbor Hills,presahB75093,Value-Add,Acquisition,2021-11-03 00:00:00.0000000,,False,2022-10-06 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2022-10-06 00:00:00.0000000,19124.0,26.0,7515.0,19100.0,4559217.0,1647.0,1998.0,1998.0,,330.0,310072.0,,,15.3,77670927.0,5351225.0,949460.0,83971612.0,False,True,False,75093-8614,33.045465,-96.855328,cortland.com/arbor-hills,arborhills@cortland.com,arborhillsbro,(972) 597-8721,7001 W Parker Rd,,PURE PRESERVE APTS LLC,47-1576473,Portfolio 22,Plano,TX,Cortland Arbor Hills
235,Cortland Wren Northlake - Phase 2,wrennl28216,Opportunistic,Development,2017-09-29 00:00:00.0000000,,False,2025-01-04 00:00:00.0000000,,,,Stabilized,2025-01-04 00:00:00.0000000,16740.0,4.0,7777.0,16740.0,5213393.0,1974.0,,,,270.0,238014.0,,2021-07-01 00:00:00.0000000,,3500000.0,47784080.0,9697453.421891421,60981533.4218914,False,False,False,28216-0255,35.357086,-80.856966,cortland.com/wren-northlake,wrennorthlake@cortland.com,northlake2,(704) 318-2343,8524 Mason Andrew Way,,Mason Andrew NC Partners LLC,82-2090257,Portfolio 20,Charlotte,NC,Cortland Wren Northlake
236,Cortland at National Landing,cornl22202,Value-add,Acquisition,2024-07-23 00:00:00.0000000,,False,2024-08-22 00:00:00.0000000,,A,High-rise,Stabilized,2024-08-22 00:00:00.0000000,47900.0,9.0,6660.0,47900.0,5368796.0,2153.0,1990.0,1990.0,,298.0,229478.0,,,,104250000.0,15877769.0,4023291.0,124151060.0,False,False,False,22202-5008,38.86116,-77.06098,cortland.com/national-landing,nationallandingdistro@cortland.com,nationalland,(703) 774-3116,801 15th St S,298.0,"Fifteenth Street South VA Partners, LLC",99-3954112,Stand-alone,Arlington,VA,Cortland at National Landing
237,Cortland at 2534,cor2580534,Core-Plus,Acquisition,2021-05-25 00:00:00.0000000,,False,2021-06-24 00:00:00.0000000,Suburban,A,Garden-Style,Stabilized,2021-06-24 00:00:00.0000000,22660.0,2.0,8776.0,22660.0,4785987.0,1522.0,2015.0,2015.0,,254.0,245160.0,2021-07-31 00:00:00.0000000,2023-12-31 00:00:00.0000000,,71000000.0,871767.188991936,2500293.29971229,74372060.48870419,False,False,False,80534-6447,40.403109,-104.984711,,2534@cortland.com,gateway,(970) 373-0654,5100 Ronald Reagan Blvd,,Ronald Reagan CO Partners LLC,83-2495528,CGI,Johnstown,CO,Cortland at 2534
238,Attiva Pearland - Phase II,attp277581,Opportunistic,Development,2017-06-27 00:00:00.0000000,,False,,,,,Non-Stabilized,,26420.0,32.0,6856.0,26420.0,,,,,,,,,2020-08-01 00:00:00.0000000,12.9055,1465408.95,18072000.0,5628261.21317414,25165670.1631741,True,False,False,,29.532535,-95.267234,,,,,,126.0,,,Stand-alone,Pearland,TX,Attiva Pearland - Phase II
239,Cortland Legacy,ams75034,Core-Plus,Acquisition,2019-09-27 00:00:00.0000000,,False,2020-01-04 00:00:00.0000000,Suburban,A,Mid-Rise,Stabilized,2020-01-04 00:00:00.0000000,19124.0,29.0,7516.0,19100.0,4559244.0,1232.0,2014.0,2014.0,,395.0,320067.0,,,6.39,68205743.3459001,3138869.86145,496182.36260357493,71840795.5699537,False,True,False,75034-6223,33.089048,-96.841716,www.cortland.com/legacy,legacy@cortland.com,legacytx,(972) 687-7789,5275 Town And Country Blvd,,PURE AS APTS LLC,47-4541521,Portfolio 22,Frisco,TX,Cortland Legacy
240,Perimeter 5550,corp30342,Value-add,Acquisition,2022-05-19 00:00:00.0000000,,False,2022-06-18 00:00:00.0000000,Suburban,B,Garden-style,Stabilized,2022-06-18 00:00:00.0000000,12060.0,7.0,6749.0,12060.0,4971380.0,1796.0,1996.0,1996.0,,165.0,149520.0,,,,,,,,False,True,False,30342-1300,33.906356,-84.368734,cortland.com/perimeter-5550,perimeter5550@cortland.com,perimeter5550,(470) 235-3453,5550 Glenridge Dr,165.0,RRE Berkeley Trace Holdings LLC,81-3506451,3rd Party Management,Sandy Springs,GA,Perimeter 5550
241,Cortland Grand River - Phase 1 - Grand River,granr80920,Value-Add,Acquisition,2016-11-30 00:00:00.0000000,,False,2020-01-27 00:00:00.0000000,Suburban,B,Garden-Style,Stabilized,2020-01-27 00:00:00.0000000,17820.0,4.0,8799.0,17820.0,4607018.0,480.0,1999.0,1999.0,,440.0,350680.0,2017-02-28 00:00:00.0000000,2018-11-30 00:00:00.0000000,,73250000.0,11085089.0,2036314.0,86371403.0,False,True,False,80920-3211,38.943137,-104.807878,cortland.com/grand-river,GrandRiver@cortland.com,grandrivercanyon,(719) 299-3171,7755 Kaleb Grv,,Kaleb Grove CO Partners LLC,81-3717545,Stand-alone,Colorado Springs,CO,Cortland Grand River
242,Cortland Las Colinas,corlc75039,Core-Plus,Acquisition,2018-11-29 00:00:00.0000000,,False,2019-04-13 00:00:00.0000000,Suburban,A,Mid-Rise,Stabilized,2019-04-13 00:00:00.0000000,19124.0,17.0,7527.0,19100.0,4412165.0,1084.0,2017.0,2017.0,,371.0,328732.0,2018-12-31 00:00:00.0000000,2019-06-30 00:00:00.0000000,4.911,74000000.0,1020322.62529,1753068.89961883,76773391.52490878,False,False,False,75039-1200,32.875025,-96.935468,https://www.cortlandlascolinas.com/,lascolinas@cortland.com,lascolinas,(214) 241-1224,655 Promenade,,,,Stand-alone,Irving,TX,Cortland Las Colinas
243,East Ridge Park,avr30354,Opportunistic,Development,2007-10-09 00:00:00.0000000,,True,,Infill,B,Garden-Style,Non-Stabilized,,12060.0,4.0,6751.0,12060.0,2690946.0,13.0,2009.0,2009.0,,222.0,212314.0,,2012-07-31 00:00:00.0000000,3.84,15300000.0,0.0,500888.2021,15800888.2021,False,False,False,30354-2138,33.671881,-84.387553,cortland.com/east-ridge-park,eastridgepark@cortland.com,avalrid,(404) 343-7200,183 Mount Zion Rd SE,,"Terraces III, LP",11-3774982,Stand-alone,Atlanta,GA,East Ridge Park
244,The Springs at Peachtree Corners,spc30092,Value-add,Acquisition,2024-09-18 00:00:00.0000000,,False,,Suburban,C,Garden-style,Non-Stabilized,,12060.0,31.0,6727.0,12060.0,5397692.0,2172.0,1981.0,1981.0,,508.0,437398.0,,,,74300000.0,,,,False,False,False,30092-3114,33.951519,-84.253378,https://cortland.com/apartments/the-springs-at-pea,springsatpeachtreecorners@cortland.com,springsptc,(470) 622-8815,3500 Peachtree Corners Cir,508.0,"Peachtree Corner GA Partners, LLC",99-4647441,Stand-alone,Peachtree Corners,GA,The Springs at Peachtree Corners
